Nome,Número,Coleção,Idioma,Estado,Ano,Tipo,Link Liga,Link MYP,Link Cardmarket,Link Tcgplayer,Link PriceCharting,Minimo,Venda Rapida,Menor Liga,Preço,Quantidade
Magnezone V,056/196,Origem Perdida,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Magnezone%20V%20(056/196)&show=1&ed=LOR&num=56,https://mypcards.com/pokemon/produto/167862/magnezone-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Magnezone-V-LOR056,https://www.tcgplayer.com/product/283930?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/magnezone-v-56,"3,4",,5,,1
Deoxys V,SWSH266,Espada e Escudo — Promos,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Deoxys-V(SWSH266/71)&srsltid=AfmBOoq8D6tvnAaSzw-62LYv1GK2i6YVbf4Fba7VrYS0x-NcigSsblk5,https://mypcards.com/pokemon/produto/175705/deoxys-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Deoxys-V-SWSH266,https://www.tcgplayer.com/product/449521?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/deoxys-v-swsh266,"4,9",,"6,9",,1
Regieleki V,SWSH280,Espada e Escudo — Promos,Português (PT-BR),NM,2023,V,https://www.ligapokemon.com.br/?view=cards/card&card=Regieleki%20V%20(SWSH280)&show=1&ed=SWSHP&num=SWSH280,https://mypcards.com/pokemon/produto/180975/regieleki-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Regieleki-V-SWSH280,https://www.tcgplayer.com/product/479879?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/regieleki-v-swsh280,"4,3",,"4,5",,2
Regieleki V,057/195,Tempestade Prateada,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Regieleki-V%20(SWSH280/71)&show=10,https://mypcards.com/pokemon/produto/174814/regieleki-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Regieleki-V-SIT057,https://www.tcgplayer.com/product/451713?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/regieleki-v-57,"4,3",,"4,5",,1
Magnezone ex,065/198,Escarlate e Violeta,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Magnezone%20ex%20(065/198)&show=1&ed=SV1&num=65,https://mypcards.com/pokemon/produto/184869/magnezone-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Magnezone-ex-SVI065,https://www.tcgplayer.com/product/486612?page=1&Language=English,https://www.pricecharting.com/game/pokemon-scarlet-&-violet/magnezone-ex-65,"3,9",,"5,5",,1
Crobat V,044/072,Destinos Brilhantes,Inglês,NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Crobat%20V%20(044/072)&show=1&ed=SHF&num=44,https://mypcards.com/pokemon/produto/129559/crobat-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Fates/Crobat-V-SHF44,https://www.tcgplayer.com/product/232512?page=1&Language=English,https://www.pricecharting.com/game/pokemon-shining-fates/crobat-v-44,"3,9",,"9,9",,1
Espinhos Férreos ex,077/167,Máscaras do Crepúsculo,Português (PT-BR),NM,2024,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Iron%20Thorns%20ex%20(077/167)&show=1&ed=TWM&num=77,https://mypcards.com/pokemon/produto/236500/espinhos-ferreos-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Iron-Thorns-ex-TWM077,https://www.tcgplayer.com/product/550121?page=1&Language=English,https://www.pricecharting.com/game/pokemon-twilight-masquerade/iron-thorns-ex-77,"3,6",,5,,1
Mimikyu ex,4,Escarlate e Violeta — Promos,Inglês,NM,2023,ex — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Mimikyu%20ex%20(SV004)&show=1&ed=SVP&num=SV004,https://mypcards.com/pokemon/produto/187920/mimikyu-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet-Promos/Mimikyu-ex-SVP004,https://www.tcgplayer.com/product/487435?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/mimikyu-ex-4,"63,8",,80,,1
Mimikyu ex,069/159,Amigos da Jornada,Português (PT-BR),NM,2025,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mimikyu%20ex%20(069/159)&show=1&ed=JTG&num=69,https://mypcards.com/pokemon/produto/267796/mimikyu-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Mimikyu-ex-JTG069,https://www.tcgplayer.com/product/623496?page=1&Language=English,https://www.pricecharting.com/game/pokemon-journey-together/mimikyu-ex-69,"4,9",,7,,1
Mismagius ex,036/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mismagius%20ex%20(036/094)&show=1&ed=PFL&num=36,https://mypcards.com/pokemon/produto/300642/mismagius-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Mismagius-ex-PFL036,https://www.tcgplayer.com/product/662199?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/mismagius-ex-36,"2,2",,"2,9",,1
Clefairy ex da Lílian,076/217,Heróis Excelsos,Português (PT-BR),NM,2026,ex de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Lillie%27s%20Clefairy%20ex%20(076/217)&show=1&ed=ASC&num=76,https://mypcards.com/pokemon/produto/310313/clefairy-ex-da-lilian,https://www.cardmarket.com/en/Pokemon/Products/Singles/Ascended-Heroes/Lillies-Clefairy-ex-ASC076,https://www.tcgplayer.com/product/675888?page=1&Language=English,https://www.pricecharting.com/game/pokemon-ascended-heroes/lillie%27s-clefairy-ex-76,"10,1",,18,,1
Greninja EX,XY20,XY — Promos,Português (PT-BR),D,2014,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Greninja-EX%20(XY20)&show=1&ed=PR-XY&num=XY20,https://mypcards.com/pokemon/produto/41713/greninja-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Greninja-EX-XY20,https://www.tcgplayer.com/product/96382?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/greninja-ex-xy20,4,,"9,9",,1
Sceptile EX,XY53,XY — Promos,Português (PT-BR),D,2015,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Sceptile-EX%20(XY53)&show=1&ed=PR-XY&num=XY53,https://mypcards.com/pokemon/produto/41746/sceptile-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Sceptile-EX-XY53,https://www.tcgplayer.com/product/100509?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/sceptile-ex-xy53,"4,3",,"9,5",,1
Tyrantrum EX,XY70,XY — Promos,Inglês,MP,2015,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Tyrantrum%20EX%20(XY70)&show=1&ed=XYP&num=XY70,https://mypcards.com/pokemon/produto/41763/tyrantrum-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Tyrantrum-EX-XYPRXY70,https://www.tcgplayer.com/product/173081?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/tyrantrum-ex-xy70,24,,99,,1
Rayquaza EX,85/124,Dragões Exaltados,Inglês,HP,2012,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Rayquaza%20EX%20(85/124)&show=1&ed=DRX&num=85,https://mypcards.com/pokemon/produto/34741/rayquaza-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Dragons-Exalted/Rayquaza-EX-DRX85,https://www.tcgplayer.com/product/88645?page=1&Language=English,https://www.pricecharting.com/game/pokemon-dragons-exalted/rayquaza-ex-85,"22,5",,40,,1
Rayquaza EX,85/124,Dragões Exaltados,Português (PT-BR),SP,2012,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Rayquaza%20EX%20(85/124)&show=1&ed=DRX&num=85,https://mypcards.com/pokemon/produto/34741/rayquaza-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Dragons-Exalted/Rayquaza-EX-DRX85,https://www.tcgplayer.com/product/88645?page=1&Language=English,https://www.pricecharting.com/game/pokemon-dragons-exalted/rayquaza-ex-85,"52,5",,"89,9",,1
Giratina EX,57/98,Origens Ancestrais,Português (PT-BR),HP,2015,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Giratina%20EX%20(57/98)&show=1&ed=AOR&num=57,https://mypcards.com/pokemon/produto/32696/giratina-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Ancient-Origins/Giratina-EX-V1-AOR57,https://www.tcgplayer.com/product/101479?page=1&Language=English,https://www.pricecharting.com/game/pokemon-ancient-origins/giratina-ex-57,12,,34,,1
Emboar EX,14/122,Turbo Colisão,Português (PT-BR),HP,2016,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Emboar%20EX%20(14/122)&show=1&ed=BKP&num=14,https://mypcards.com/pokemon/produto/33306/emboar-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/BREAKpoint/Emboar-EX-BKP14,https://www.tcgplayer.com/product/111517?page=1&Language=English,https://www.pricecharting.com/game/pokemon-breakpoint/emboar-ex-14,"3,8",,"10,9",,1
Manaphy EX,32/122,Turbo Colisão,Português (PT-BR),SP,2016,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Manaphy%20EX%20(32/122)&show=1&ed=BKP&num=32,https://mypcards.com/pokemon/produto/33324/manaphy-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/BREAKpoint/Manaphy-EX-BKP32,https://www.tcgplayer.com/product/111538?page=1&Language=English,https://www.pricecharting.com/game/pokemon-breakpoint/manaphy-ex-32,"5,1",,15,,1
Aerodactyl EX,XY97,XY — Promos,Inglês,MP,2016,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Aerodactyl%20EX%20(XY97)&show=1&ed=XYP&num=XY97,https://mypcards.com/pokemon/produto/41790/aerodactyl-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Aerodactyl-EX-XYPRXY97,https://www.tcgplayer.com/product/114007?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/aerodactyl-ex-xy97,"10,5",,32,,1
Ash-Greninja EX,XY133,XY — Promos,Português (PT-BR),MP,2016,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Ash-Greninja%20EX%20(XY133)&show=1&ed=XYP&num=XY133,https://mypcards.com/pokemon/produto/41826/ash-greninja-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Ash-Greninja-EX-XYPRXY133,https://www.tcgplayer.com/product/118871?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/ash-greninja-ex-xy133,"47,3",,56,,1
Alakazam EX,25/124,Fusão de Destinos,Português (PT-BR),MP,2016,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Alakazam%20EX%20(25/124)&show=1&ed=FCO&num=25,https://mypcards.com/pokemon/produto/35514/alakazam-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fates-Collide/Alakazam-EX-V1-FCO25,https://www.tcgplayer.com/product/117512?page=1&Language=English,https://www.pricecharting.com/game/pokemon-fates-collide/alakazam-ex-25,"7,2",,23,,1
Altaria EX,83/124,Fusão de Destinos,Português (PT-BR),NM,2016,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Altaria%20EX%20(83/124)&show=1&ed=FCO&num=83,https://mypcards.com/pokemon/produto/35573/altaria-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fates-Collide/Altaria-EX-FCO83,https://www.tcgplayer.com/product/117858?page=1&Language=English,https://www.pricecharting.com/game/pokemon-fates-collide/altaria-ex-83,4,,20,,1
Snorlax GX,SM05,Sol e Lua — Promos,Inglês,MP,2016,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Snorlax%20GX%20(SM05)&show=1&ed=SMP&num=SM05,https://mypcards.com/pokemon/produto/40321/snorlax-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/SM-Black-Star-Promos/Snorlax-GX-SM05,https://www.tcgplayer.com/product/126027?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/snorlax-gx-sm05,25,,27,,1
Gumshoos GX,110/149,Sol e Lua,Português (PT-BR),SP,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Gumshoos%20GX%20(110/149)&show=1&ed=SUM&num=110,https://mypcards.com/pokemon/produto/40085/gumshoos-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Sun-Moon/Gumshoos-GX-V1-SUM110,https://www.tcgplayer.com/product/126982?page=1&Language=English,https://www.pricecharting.com/game/pokemon-sun-%26-moon/gumshoos-gx-110,"2,8",,"5,5",,1
Solgaleo GX,SM16,Sol e Lua — Promos,Português (PT-BR),NM,2016,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Solgaleo%20GX%20(SM16)&show=1&ed=SMP&num=SM16,https://mypcards.com/pokemon/produto/40332/solgaleo-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/SM-Black-Star-Promos/Solgaleo-GX-SM16,https://www.tcgplayer.com/product/129311?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/solgaleo-gx-sm16,5,,30,,1
Drampa GX,115/145,Guardiões Ascendentes,Português (PT-BR),SP,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Drampa%20GX%20(115/145)&show=1&ed=GRI&num=115,https://mypcards.com/pokemon/produto/40262/drampa-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Guardians-Rising/Drampa-GX-V1-GRI115,https://www.tcgplayer.com/product/131033?page=1&Language=English,https://www.pricecharting.com/game/pokemon-guardians-rising/drampa-gx-115,"3,1",,"6,9",,1
Zamazenta V,139/202,Espada e Escudo,Português (PT-BR),NM,2020,V,https://www.ligapokemon.com.br/?view=cards/card&card=Zamazenta%20V%20(139/202)&show=1&ed=SSH&num=139,https://mypcards.com/pokemon/produto/101208/zamazenta-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield/Zamazenta-V-V1-SSH139,https://www.tcgplayer.com/product/206056?page=1&Language=English,https://www.pricecharting.com/game/pokemon-sword-%26-shield/zamazenta-v-139,2,,"9,4",,1
Corviknight V,109/163,Estilos de Batalha,Português (PT-BR),NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Corviknight%20V%20(109/163)&show=1&ed=BST&num=109,https://mypcards.com/pokemon/produto/131267/corviknight-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Battle-Styles/Corviknight-V-V1-BST109,https://www.tcgplayer.com/product/234177?page=1&Language=English,https://www.pricecharting.com/game/pokemon-battle-styles/corviknight-v-109,"5,3",,"7,4",,1
Dialga Forma Origem V,113/189,Estrelas Radiantes,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Origin%20Forme%20Dialga%20V%20(113/189)&show=1&ed=ASR&num=113,https://mypcards.com/pokemon/produto/160574/dialga-forma-origem-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Origin-Forme-Dialga-V-V1-ASR113,https://www.tcgplayer.com/product/272338?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/origin-forme-dialga-v-113,7,,10,,1
Zoroark de Hisui V,146/196,Origem Perdida,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Hisuian%20Zoroark%20V%20(146/196)&show=1&ed=LOR&num=146,https://mypcards.com/pokemon/produto/167952/zoroark-de-hisui-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hisuian-Zoroark-V-LOR146,https://www.tcgplayer.com/product/284074?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/hisuian-zoroark-v-146,5,,7,,1
Perrserker de Galar V,129/196,Origem Perdida,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Galarian%20Perrserker%20V%20(129/196)&show=1&ed=LOR&num=129,https://mypcards.com/pokemon/produto/167935/perrserker-de-galar-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Galarian-Perrserker-V-V1-LOR129,https://www.tcgplayer.com/product/284047?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/galarian-perrserker-v-129,"3,5",,"4,9",,1
Magearna V,128/195,Tempestade Prateada,Português (PT-BR),NM,2022,V — Holo Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Magearna-V%20(128/195)&ed=SIT&num=128,https://mypcards.com/pokemon/produto/174885/magearna-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Magearna-V-V1-SIT128,https://www.tcgplayer.com/product/451781/pokemon-swsh12-silver-tempest-magearna-v?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/magearna-v-128,"5,6",,"7,9",,1
Trilho Férreo ex,143/198,Escarlate e Violeta,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Iron%20Treads%20ex%20(143/198)&show=1&ed=SV1&num=143,https://mypcards.com/pokemon/produto/184947/trilho-ferreo-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Iron-Treads-ex-V1-SVI143,https://www.tcgplayer.com/product/485106?page=1&Language=English,https://www.pricecharting.com/game/pokemon-scarlet-%26-violet/iron-treads-ex-143,"2,5",,"4,5",,1
Squawkabilly ex,169/193,Evoluções em Paldea,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Squawkabilly%20ex%20(169/193)&show=1&ed=SV2&num=169,https://mypcards.com/pokemon/produto/193104/squawkabilly-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Squawkabilly-ex-V1-PAL169,https://www.tcgplayer.com/product/497590?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/squawkabilly-ex-169,"4,3",,"4,9",,1
Aegislash ex,135/182,Fenda Paradoxal,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Aegislash%20ex%20(135%2F182)&ed=PAR&num=135&srsltid=AfmBOorRST-oiEvDN7-QjiziD8NV2D8hjsq9YJhu3e-HisGlp4FaskRr,https://mypcards.com/pokemon/produto/210676/aegislash-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Aegislash-ex-V1-PAR135,https://www.tcgplayer.com/product/523814?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paradox-rift/aegislash-ex-135,"4,5",,"6,3",,1
Tyranitar ex,064/131,Evoluções Prismáticas,Português (PT-BR),NM,2025,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Tyranitar%20ex%20(064/131)&show=1&ed=PRE&num=064,https://mypcards.com/pokemon/produto/260370/tyranitar-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Tyranitar-ex-PRE064,https://www.tcgplayer.com/product/610419?page=1&Language=English,https://www.pricecharting.com/game/pokemon-prismatic-evolutions/tyranitar-ex-64,"3,4",,"4,8",,1
Dudunsparce ex,121/159,Amigos da Jornada,Português (PT-BR),NM,2025,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Dudunsparce%20ex%20(121/159)&show=1&ed=JTG&num=121,https://mypcards.com/pokemon/produto/267848/dudunsparce-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Dudunsparce-ex-V1-JTG121,https://www.tcgplayer.com/product/623548?page=1&Language=English,https://www.pricecharting.com/game/pokemon-journey-together/dudunsparce-ex-121,"5,6",,10,,2
Wailord EX,38/160,Conflito Primitivo,Português (PT-BR),D,2015,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Wailord%20EX%20(38/160)&show=1&ed=PRC&num=38,https://mypcards.com/pokemon/produto/39104/wailord-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Wailord-EX-PRC38,https://www.tcgplayer.com/product/95930?page=1&Language=English,https://www.pricecharting.com/game/pokemon-primal-clash/wailord-ex-38,"1,5",,"7,9",,1
Kyogre EX,54/160,Conflito Primitivo,Português (PT-BR),HP,2015,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Kyogre%20EX%20(54/160)&show=1&ed=PRC&num=54,https://mypcards.com/pokemon/produto/39120/kyogre-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Kyogre-EX-V1-PRC54,https://www.tcgplayer.com/product/95952?page=1&Language=English,https://www.pricecharting.com/game/pokemon-primal-clash/kyogre-ex-54,"6,8",,32,,1
Mewtwo EX,62/162,Turbo Revolução,Português (PT-BR),D,2015,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Mewtwo%20EX%20(62/162)&show=1&ed=BKT&num=62,https://mypcards.com/pokemon/produto/33477/mewtwo-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/BREAKthrough/Mewtwo-EX-V1-BKT62,https://www.tcgplayer.com/product/107181?page=1&Language=English,https://www.pricecharting.com/game/pokemon-breakthrough/mewtwo-ex-62,"6,4",,17,,1
Mewtwo EX,XY107,XY — Promos,Português (PT-BR),SP,2016,EX — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Mewtwo%20EX%20(XY107)&show=1&ed=XYPR&num=XY107,https://mypcards.com/pokemon/produto/41800/mewtwo-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Mewtwo-EX-XYPRXY107,https://www.tcgplayer.com/product/117702?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/mewtwo-ex-xy107,18,,"62,9",,1
Meowth ex,062/088,Equilíbrio Perfeito,Português (PT-BR),NM,2026,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Meowth%20ex%20(062/088)&show=1&ed=POR&num=062,https://mypcards.com/pokemon/produto/316767/meowth-ex-062088,https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Meowth-ex-V1-POR062,https://www.tcgplayer.com/product/684340?page=1&Language=English,https://www.pricecharting.com/game/pokemon-perfect-order/meowth-ex-62,"26,8",,35,,1
Krookodile ex,055/086,Caos Ascendente,Português (PT-BR),NM,2026,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Krookodile%20ex%20(055/086)&show=1&ed=CRI&num=055,https://mypcards.com/pokemon/produto/325035/krookodile-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Krookodile-ex-CRI055,https://www.tcgplayer.com/product/693504?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/krookodile-ex-55,"1,1",,"1,9",,1
Cobalion ex,064/086,Caos Ascendente,Português (PT-BR),NM,2026,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Cobalion%20ex%20(064/086)&show=1&ed=CRI&num=064,https://mypcards.com/pokemon/produto/325044/cobalion-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Cobalion-ex-V1-CRI064,https://www.tcgplayer.com/product/693468?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/cobalion-ex-64,"1,1",,"1,9",,2
Cinccino ex,073/086,Caos Ascendente,Português (PT-BR),NM,2026,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Cinccino%20ex%20(073/086)&show=1&ed=CRI&num=073,https://mypcards.com/pokemon/produto/325053/cinccino-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Cinccino-ex-V1-CRI073,https://www.tcgplayer.com/product/693463?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/cinccino-ex-73,"2,1",,"3,5",,3
Pikachu,35/108,Evoluções,Inglês,MP,2016,Comum,https://www.ligapokemon.com.br/?view=cards/card&card=Pikachu%20(35/108)&show=1&ed=EVO&num=35,https://mypcards.com/pokemon/produto/35246/pikachu,https://www.cardmarket.com/en/Pokemon/Products/Singles/Evolutions/Pikachu-EVO35,https://www.tcgplayer.com/product/124048?page=1&Language=English,https://www.pricecharting.com/game/pokemon-evolutions/pikachu-35,"12,5",,37,,1
Celebi Luminescente,SM79,Sol e Lua — Promos,Português (PT-BR),SP,2017,Luminescente,https://www.ligapokemon.com.br/?view=cards/card&card=Shining+Celebi%20(SM79/250)&show=1&ed=SMP&num=SM79,https://mypcards.com/pokemon/produto/77683/celebi-luminescente,https://www.cardmarket.com/en/Pokemon/Products/Singles/SM-Black-Star-Promos/Shining-Celebi-SM79,https://www.tcgplayer.com/product/148427?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/shining-celebi-sm79,70,,149,,1
Manectric EX,23/119,Forças Fantasmagóricas,Português (PT-BR),HP,2014,EX,https://www.ligapokemon.com.br/?view=cards/card&card=Manectric%20EX%20(23/119)&show=1&ed=PHF&num=23,https://mypcards.com/pokemon/produto/38207/manectric-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantom-Forces/Manectric-EX-PHF23,https://www.tcgplayer.com/product/94156?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantom-forces/manectric-ex-23,"1,8",,7,,1
Golurk,35/98,Origens Ancestrais,Português (PT-BR),HP,2015,Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Golurk%20(35/98)&show=1&ed=AOR&num=35,https://mypcards.com/pokemon/produto/32674/golurk,https://www.cardmarket.com/en/Pokemon/Products/Singles/Ancient-Origins/Golurk-AOR35,https://www.tcgplayer.com/product/101458?page=1&Language=English,https://www.pricecharting.com/game/pokemon-ancient-origins/golurk-35,"0,5",,3,,1
Volcarona,18/98,Origens Ancestrais,Inglês,HP,2015,Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Volcarona%20(18/98)&show=1&ed=AOR&num=18,https://mypcards.com/pokemon/produto/32657/volcarona,https://www.cardmarket.com/en/Pokemon/Products/Singles/Ancient-Origins/Volcarona-AOR18,https://www.tcgplayer.com/product/101439?page=1&Language=English,https://www.pricecharting.com/game/pokemon-ancient-origins/volcarona-18,1,,4,,1
Flareon EX,RC6/RC32,Gerações,Português (PT-BR),NM,2016,EX — Coleção Radiante,https://www.ligapokemon.com.br/?view=cards/card&card=Flareon%20EX%20(RC6/RC32)&show=1&ed=GENRC&num=RC6,https://mypcards.com/pokemon/produto/36249/flareon-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Generations/Flareon-EX-GENRC6,https://www.tcgplayer.com/product/113747?page=1&Language=English,https://www.pricecharting.com/game/pokemon-generations/flareon-ex-rc6,"139,8",,140,,1
Gengar,35/83,Gerações,Português (PT-BR),HP,2016,Holo Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Gengar%20(35/83)&show=1&ed=GEN&num=35,https://mypcards.com/pokemon/produto/36195/gengar,https://www.cardmarket.com/en/Pokemon/Products/Singles/Generations/Gengar-GEN35,https://www.tcgplayer.com/product/113693?page=1&Language=English,https://www.pricecharting.com/game/pokemon-generations/gengar-35,"7,5",,"19,9",,1
Muk e Muk de Alola-GX,61/214,Elos Inquebráveis,Português (PT-BR),NM,2019,GX — Aliados,https://www.ligapokemon.com.br/?view=cards/card&card=Muk%20%26%20Alolan%20Muk-GX%20(61/214)&show=1&ed=UNB&num=61,https://mypcards.com/pokemon/produto/89242/muk-e-muk-de-alola-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Unbroken-Bonds/Muk-Alolan-Muk-GX-V1-UNB61,https://www.tcgplayer.com/product/188408?page=1&Language=English,https://www.pricecharting.com/game/pokemon-unbroken-bonds/muk-%26-alolan-muk-gx-61,71,,100,,1
