Nome,Número,Coleção,Idioma,Estado,Ano,Tipo,Link Liga,Link MYP,Link Cardmarket,Link Tcgplayer,Link PriceCharting,Minimo,Venda Rapida,Menor Liga,Preço,Quantidade
Greninja V-UNION,SWSH155–SWSH158,Espada e Escudo — Promos,Inglês,NM,2021,V-UNION,https://www.ligapokemon.com.br/?view=cards/card&card=Greninja-V-Union+%284+Cartas%29%20(SWSH155-U/71)&show=10&ed=SSPR&num=SWSH155-U,https://mypcards.com/pokemon/produto/144091/greninja-v-union,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Greninja-V-UNION-V1,https://www.tcgplayer.com/product/248896?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/greninja-v-union-set,142,,200,,1
Mewtwo V-UNION,SWSH159–SWSH162,Espada e Escudo — Promos,Inglês,NM,2021,V-UNION,https://www.ligapokemon.com.br/?view=cards/card&card=Mewtwo-V-Union+%284+Cartas%29%20(SWSH159-U/71)&show=10&ed=SSPR&num=SWSH159-U,https://mypcards.com/pokemon/produto/144095/mewtwo-v-union,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Mewtwo-V-UNION-V1,https://www.tcgplayer.com/product/248895?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/mewtwo-v-union-set,283,,400,,1
Pikachu V-UNIÃO,SWSH139–SWSH142,Espada e Escudo — Promos,Português (PT-BR),NM,2021,V-UNION,https://www.ligapokemon.com.br/?view=cards/card&card=Pikachu-V-Union+%284+Cartas%29%20(SWSH139-U/71)&show=10&ed=SSPR&num=SWSH139-U,https://mypcards.com/pokemon/produto/144334/pikachu-v-union,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Pikachu-V-UNION-V1,https://www.tcgplayer.com/product/251099?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/pikachu-v-union-set,177,,250,,1
Morpeko V-UNIÃO,SWSH287–SWSH290,Espada e Escudo — Promos,Português (PT-BR),NM,2023,V-UNION,https://www.ligapokemon.com.br/?view=cards/card&card=Morpeko%20V-UNION%20(SWSH287)&show=1&ed=SWSHP&num=SWSH287,https://mypcards.com/pokemon/produto/189036/morpeko-v-union,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Morpeko-V-UNION-V6-SWSH287,https://www.tcgplayer.com/product/495215?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/morpeko-v-union-set-swsh287-290,45,,70,,1
Talento do Lauro,139/131,Evoluções Prismáticas,Português (PT-BR),NM,2025,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Larry%27s%20Skill%20(139/131)&show=1&ed=PRE&num=139,https://mypcards.com/pokemon/produto/260445/talento-do-lauro,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Larrys-Skill-V2-PRE139,https://www.tcgplayer.com/product/610494?page=1&Language=English,https://www.pricecharting.com/game/pokemon-prismatic-evolutions/larry%27s-skill-139,"4,8",,"6,8",,1
Volo,151/159,Realeza Absoluta,Português (PT-BR),NM,2023,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Volo%20(151/159)&show=1&ed=CRZ&num=151,https://mypcards.com/pokemon/produto/180892/volo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Volo-CRZ151,https://www.tcgplayer.com/product/478123?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crown-zenith/volo-151,"12,7",,"17,8",,1
Espadarnaldo e Escudoberto,TG28/TG30,Tempestade Prateada,Português (PT-BR),NM,2022,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Sordward%20and%20Shielbert%20(TG28/TG30)&show=1&ed=SITTG&num=TG28,https://mypcards.com/pokemon/produto/175000/espadarnaldo-e-escudoberto,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Sordward-Shielbert-SITTG28,https://www.tcgplayer.com/product/452047?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/sordward-%26-shielbert-tg28,17,,"22,5",,1
Cuspidor de Fogo,119/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Firebreather%20(119/094)&show=1&ed=PFL&num=119,https://mypcards.com/pokemon/produto/300725/cuspidor-de-fogo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Firebreather-V2-PFL119,https://www.tcgplayer.com/product/662158?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/firebreather-119,"5,6",,"9,9",,1
Pesquisa de Professores — Prof. Carvalho,24/25,Celebrações,Português (PT-BR),NM,2021,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Professor%27s%20Research%3A%20Professor%20Oak%20(24/25)&show=1&ed=CEL&num=24,https://mypcards.com/pokemon/produto/144205/pesquisa-de-professores-prof-carvalho,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celebrations/Professors-Research-Professor-Oak-V2-CEL024,https://www.tcgplayer.com/product/250293?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celebrations/professor%27s-research-24,"13,4",,"23,9",,1
Miriam,251/198,Escarlate e Violeta,Português (PT-BR),NM,2023,Arte Rara Especial,https://www.ligapokemon.com.br/?view=cards/card&card=Miriam%20(251/198)&show=1&ed=SV1&num=251,https://mypcards.com/pokemon/produto/185055/miriam,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Miriam-V3-SVI251,https://www.tcgplayer.com/product/487061/pokemon-sv01-scarlet-and-violet-base-set-miriam-251-198?page=1&Language=English,https://www.pricecharting.com/game/pokemon-scarlet-%26-violet/miriam-251,"122,6",,140,,1
Kissera,269/193,Evoluções em Paldea,Português (PT-BR),NM,2023,Arte Rara Especial,https://www.ligapokemon.com.br/?view=cards/card&card=Iono%20(269/193)&show=10&ed=PAL,https://mypcards.com/pokemon/produto/193204/kissera,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Iono-V3-PAL269,https://www.tcgplayer.com/product/497689?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/iono-269,"318,8",,420,,1
Capacete Punk,121/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Punk%20Helmet%20(121/094)&show=1&ed=PFL&num=121,https://mypcards.com/pokemon/produto/300727/capacete-punk,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Punk-Helmet-V2-PFL121,https://www.tcgplayer.com/product/662218?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/punk-helmet-121,"5,6",,9,,1
Amigos em Galar,TG23/TG30,Tempestade Prateada,Português (PT-BR),NM,2022,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Friends%20in%20Galar%20(TG23/TG30)&show=1&ed=SITTG&num=TG23,https://mypcards.com/pokemon/produto/174995/amigos-em-galar,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Friends-in-Galar-SITTG23,https://www.tcgplayer.com/product/452039?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/friends-in-galar-tg23,"81,6",,110,,1
Traquinagem da Acerola,165/132,Megaevolução,Português (PT-BR),NM,2025,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Acerola%27s%20Mischief%20(165/132)&show=1&ed=MEG&num=165,https://mypcards.com/pokemon/produto/294414/traquinagem-da-acerola,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Acerolas-Mischief-V2-MEG165,https://www.tcgplayer.com/product/654504?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/acerola%27s-mischief-165,14,,"21,9",,1
Irida,GG63/GG70,Realeza Absoluta,Português (PT-BR),NM,2023,Full Art — Galeria de Galar,https://www.ligapokemon.com.br/?view=cards/card&card=Irida%20(GG63/GG70)&show=1&ed=CZGG&num=GG63,https://mypcards.com/pokemon/produto/180964/irida,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Irida-CRZGG63,https://www.tcgplayer.com/product/478092?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crown-zenith/irida-gg63,"70,9",,"99,9",,1
Recuperação de Energia,108/086,Caos Ascendente,Português (PT-BR),NM,2026,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Energy%20Retrieval%20(108/086)&show=1&ed=CRI&num=108,https://mypcards.com/pokemon/produto/325088/recuperacao-de-energia,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Energy-Retrieval-CRI106,https://www.tcgplayer.com/product/693482?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/energy-retrieval-108,10,,17,,1
Cleffa,20/111,Celebrações,Português (PT-BR),NM,2021,Coleção Clássica,https://www.ligapokemon.com.br/?view=cards/card&card=Cleffa%20(09/25)&show=1&ed=CCC&num=09,https://mypcards.com/pokemon/produto/144256/cleffa,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celebrations/Cleffa,https://www.tcgplayer.com/product/250326?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celebrations/cleffa-20,"19,8",,30,,1
Pesquisa de Professores — Prof. Carvalho,23/25,Celebrações,Inglês,NM,2021,Holo Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Professor%27s%20Research%3A%20Professor%20Oak%20(23/25)&show=1&ed=CEL&num=23,https://mypcards.com/pokemon/produto/144204/pesquisa-de-professores-prof-carvalho,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celebrations/Professors-Research-Professor-Oak-V1-CEL023,https://www.tcgplayer.com/product/250318?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celebrations/professor%27s-research-23,"1,41",,2,,1
Pikachu de ______,Promo 24,Celebrações,Inglês,NM,2021,Coleção Clássica,https://www.ligapokemon.com.br/?view=cards/card&card=______%27s%20Pikachu%20(08/25)&show=1&ed=CCC&num=08,https://mypcards.com/pokemon/produto/144273/s-pikachu,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celebrations/s-Pikachu,https://www.tcgplayer.com/product/250325?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celebrations/pikachu-birthday-24,"117,54",,"195,9",,1
Zapdos da Equipe Rocket,15/132,Celebrações,Português (PT-BR),NM,2021,Coleção Clássica,https://www.ligapokemon.com.br/?view=cards/card&card=Rocket%27s%20Zapdos%20(07/25)&show=1&ed=CCC&num=07,https://mypcards.com/pokemon/produto/144255/rockets-zapdos,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celebrations/Rockets-Zapdos,https://www.tcgplayer.com/product/250324?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celebrations/rocket%27s-zapdos-15,"72,8",,110,,1
Jirachi V,170/189,Estrelas Radiantes,Português (PT-BR),NM,2022,V — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Jirachi%20V%20(170/189)&show=1&ed=ASR&num=170,https://mypcards.com/pokemon/produto/160631/jirachi-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Jirachi-V-ASR170,https://www.tcgplayer.com/product/272710?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/jirachi-v-170,71,,100,,1
Enamorus V,178/196,Origem Perdida,Português (PT-BR),NM,2022,V — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Enamorus%20V%20(178/196)&show=1&ed=LOR&num=178,https://mypcards.com/pokemon/produto/167984/enamorus-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Enamorus-V-V2-LOR178,https://www.tcgplayer.com/product/284131?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/enamorus-v-178,"10,58",,"14,9",,1
Lugia V,185/195,Tempestade Prateada,Português (PT-BR),NM,2022,V — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Lugia%20V%20(185/195)&show=1&ed=SIT&num=185,https://mypcards.com/pokemon/produto/174942/lugia-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Lugia-V-V2-SIT185,https://www.tcgplayer.com/product/451833?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/lugia-v-185,"63,2",,89,,1
Presa Grande ex,230/198,Escarlate e Violeta,Português (PT-BR),NM,2023,ex — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Great%20Tusk%20ex%20(230/198)&show=1&ed=SV1&num=230,https://mypcards.com/pokemon/produto/185034/presa-grande-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Great-Tusk-ex-V2-SVI230,https://www.tcgplayer.com/product/490088?page=1&Language=English,https://www.pricecharting.com/game/pokemon-scarlet-&-violet/great-tusk-ex-230,"8,52",,12,,1
Empoleon ex,114/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,ex — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Empoleon%20ex%20(114/094)&show=1&ed=PFL&num=114,https://mypcards.com/pokemon/produto/300720/empoleon-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Empoleon-ex-V2-PFL114,https://www.tcgplayer.com/product/662156?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/empoleon-ex-114,"8,4",,11,,1
Conkeldurr V,073/078,Pokémon GO,Inglês,NM,2022,V — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Conkeldurr%20V%20(073/078)&show=1&ed=PGO&num=073,https://mypcards.com/pokemon/produto/163994/conkeldurr-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Pokemon-GO/Conkeldurr-V-V2-PGO073,https://www.tcgplayer.com/product/277001?page=1&Language=English,https://www.pricecharting.com/game/pokemon-go/conkeldurr-v-73,"10,6",,15,,1
Zamazenta V,SWSH293,Espada e Escudo — Promos,Português (PT-BR),NM,2023,V — Shiny — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Zamazenta-V%20(SWSH293/71)&show=10,https://mypcards.com/pokemon/produto/189489/zamazenta-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Zamazenta-V-V3-SWSH293,https://www.tcgplayer.com/product/477064?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/zamazenta-v-swsh293,"10,1",,15,,1
Spidops ex,223/198,Escarlate e Violeta,Português (PT-BR),NM,2023,ex — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Spidops%20ex%20(223/198)&show=1&ed=SV1&num=223,https://mypcards.com/pokemon/produto/185027/spidops-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Spidops-ex-V2-SVI223,https://www.tcgplayer.com/product/490081?page=1&Language=English,https://www.pricecharting.com/game/pokemon-scarlet-&-violet/spidops-ex-223,"5,6",,"7,9",,1
Lycanroc ex,241/193,Evoluções em Paldea,Português (PT-BR),NM,2023,ex — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Lycanroc%20ex%20(241/193)&ed=PAL&num=241&srsltid=AfmBOophOMCAgl9g5rFSeDHS8USWGY2v5AogQQsaaIwIhT6dhAQ6mfy7,https://mypcards.com/pokemon/produto/193176/lycanroc-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Lycanroc-ex-V2-PAL241,https://www.tcgplayer.com/product/497651?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/lycanroc-ex-241,"13,7",,"19,3",,1
Revavroom ex,216/197,Obsidiana em Chamas,Português (PT-BR),NM,2023,ex — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Revavroom%20ex%20(216/197)&show=1&ed=OBF&num=216,https://mypcards.com/pokemon/produto/199455/revavroom-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Revavroom-ex-V2-OBF216,https://www.tcgplayer.com/product/509965?page=1&Language=English,https://www.pricecharting.com/game/pokemon-obsidian-flames/revavroom-ex-216,"4,6",,6,,1
Centiskorch V,SV108/SV122,Destinos Brilhantes,Inglês,NM,2021,V — Shiny,https://www.ligapokemon.com.br/?view=cards/card&card=Centiskorch-V%20(SV108%2FS122)&ed=SFS&num=SV108&srsltid=AfmBOooQ957DfuCTM144oUEdDTGDJx4LBAdQ5fJCSWZybIIsWEqpzCgh,https://mypcards.com/pokemon/produto/129696/centiskorch-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Fates/Centiskorch-V,https://www.tcgplayer.com/product/232498?page=1&Language=English,https://www.pricecharting.com/game/pokemon-shining-fates/centiskorch-v-sv108,7,,"9,9",,1
Mewtwo GX,72/73,Lendas Luminescentes,Português (PT-BR),NM,2017,GX — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Mewtwo-GX%20(72/73)&show=1&ed=SLG&num=72,https://mypcards.com/pokemon/produto/74062/mewtwo-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Legends/Mewtwo-GX-V2-SLG72,https://www.tcgplayer.com/product/146696?page=1&Language=English,https://www.pricecharting.com/game/pokemon-shining-legends/mewtwo-gx-72,90,,140,,1
Banette GX,157/168,Tempestade Celestial,Português (PT-BR),NM,2018,GX — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Banette-GX%20(157/168)&show=1&ed=CES&num=157,https://mypcards.com/pokemon/produto/82574/banette-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celestial-Storm/Banette-GX-V2-CES157,https://www.tcgplayer.com/product/170888?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celestial-storm/banette-gx-157,"22,34",,"31,43",,1
Tapu Lele GX,137/145,Guardiões Ascendentes,Português (PT-BR),NM,2017,GX — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Tapu%20Lele-GX%20(137/145)&show=1&ed=GRI&num=137,https://mypcards.com/pokemon/produto/40284/tapu-lele-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Guardians-Rising/Tapu-Lele-GX-V2-GRI137,https://www.tcgplayer.com/product/130969?page=1&Language=English,https://www.pricecharting.com/game/pokemon-guardians-rising/tapu-lele-gx-137,"28,4",,40,,1
Kyurem V,174/196,Origem Perdida,Português (PT-BR),NM,2022,V — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Kyurem%20V%20(174/196)&show=1&ed=LOR&num=174,https://mypcards.com/pokemon/produto/167980/kyurem-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Kyurem-V-V2-LOR174,https://www.tcgplayer.com/product/284116?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/kyurem-v-174,14,,25,,1
Energia Básica de Luta,169/145,Guardiões Ascendentes,Português (PT-BR),NM,2017,Energia Rara Secreta Dourada,https://www.ligapokemon.com.br/?view=cards/card&card=Fighting%20Energy%20(169/145)&show=1&ed=GRI&num=169,https://mypcards.com/pokemon/produto/40316/energia-de-luta,https://www.cardmarket.com/en/Pokemon/Products/Singles/Guardians-Rising/Fighting-Energy-GRI169,https://www.tcgplayer.com/product/131065/pokemon-sm-guardians-rising-fighting-energy-secret?page=1&Language=English,https://www.pricecharting.com/game/pokemon-guardians-rising/fighting-energy-169,"70,9",,"99,9",,1
Saguaro,255/193,Evoluções em Paldea,Português (PT-BR),NM,2023,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Saguaro%20(255/193)&show=1&ed=PAL&num=255,https://mypcards.com/pokemon/produto/193190/saguaro,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Saguaro-V2-PAL255,https://www.tcgplayer.com/product/497670?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/saguaro-255,7,,"9,9",,1
Giacomo,138/131,Evoluções Prismáticas,Português (PT-BR),NM,2025,Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Giacomo%20(138/131)&show=1&ed=PRE&num=138,https://mypcards.com/pokemon/produto/260444/giacomo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Giacomo-PRE138,https://www.tcgplayer.com/product/610493?page=1&Language=English,https://www.pricecharting.com/game/pokemon-prismatic-evolutions/giacomo-138,"2,5",,"4,5",,1
